order_purchase_timestamp,total_rev_order,smoothed_order_value
2017-03-27,3098.75,2899.09
2017-03-28,3002.0,2828.9957142857143
2017-03-29,2898.6800000000003,2746.2342857142858
2017-03-30,2827.55,2613.7000000000003
2017-03-31,1602.92,2515.52
2017-04-01,2723.8,2624.287142857143
2017-04-02,2909.76,2723.3514285714286
2017-04-03,2382.8,2621.0728571428576
2017-04-04,3987.04,2761.7928571428574
2017-04-05,3278.89,2816.108571428572
2017-04-06,2392.07,2753.897142857143
2017-04-07,2728.4500000000003,2914.687142857143
2017-04-08,2136.95,2830.8514285714286
2017-04-09,1686.76,2656.137142857143
2017-04-10,2558.55,2681.2442857142855
2017-04-11,2731.47,2501.8771428571426
2017-04-12,2933.85,2452.585714285714
2017-04-13,1381.38,2308.2014285714286
2017-04-14,1620.79,2149.964285714286
2017-04-15,1376.39,2041.312857142857
2017-04-16,1065.54,1952.5671428571427
2017-04-17,2185.04,1899.2085714285713
2017-04-18,2511.36,1867.7642857142857
2017-04-19,2652.1800000000003,1827.5257142857142
2017-04-20,3194.38,2086.5257142857145
2017-04-21,1607.05,2084.5628571428574
2017-04-22,1942.35,2165.414285714286
2017-04-23,3883.82,2568.0257142857145
2017-04-24,4367.08,2879.7457142857143
2017-04-25,2999.78,2949.52
2017-04-26,4374.26,3195.531428571429
2017-04-27,2014.43,3026.967142857143
2017-04-28,2058.82,3091.5057142857145
2017-04-29,1246.14,2992.047142857143
2017-04-30,2883.35,2849.1228571428574
2017-05-01,4165.84,2820.374285714286
2017-05-02,3410.37,2879.03
2017-05-03,2450.96,2604.272857142857
2017-05-04,3826.45,2863.132857142857
2017-05-05,2715.57,2956.9542857142856
2017-05-06,3931.5,3340.577142857143
2017-05-07,3144.05,3377.82
2017-05-08,4208.85,3383.964285714286
2017-05-09,3715.41,3427.5414285714287
2017-05-10,3374.3900000000003,3559.46
2017-05-11,4029.82,3588.5128571428572
2017-05-12,3914.6,3759.802857142857
2017-05-13,3877.83,3752.1357142857146
2017-05-14,3531.75,3807.5214285714287
2017-05-15,4427.39,3838.741428571429
2017-05-16,5317.84,4067.66
2017-05-17,4903.64,4286.124285714285
2017-05-18,4996.43,4424.211428571429
2017-05-19,6840.03,4842.13
2017-05-20,2952.11,4709.884285714286
2017-05-21,5031.4,4924.12
2017-05-22,5717.46,5108.415714285715
2017-05-23,4182.13,4946.171428571428
2017-05-24,5354.62,5010.597142857143
2017-05-25,3393.11,4781.551428571429
2017-05-26,2593.73,4174.937142857143
2017-05-27,3543.86,4259.472857142858
2017-05-28,4184.7,4138.515714285714
2017-05-29,5212.6,4066.3928571428573
2017-05-30,2689.62,3853.1771428571433
2017-05-31,3494.62,3587.4628571428575
2017-06-01,4643.93,3766.151428571429
2017-06-02,5048.1,4116.7757142857145
2017-06-03,2584.06,3979.6614285714286
2017-06-04,2632.04,3757.8528571428574
2017-06-05,4332.51,3632.125714285715
2017-06-06,5698.58,4061.977142857143
2017-06-07,3436.26,4053.6400000000003
2017-06-08,3252.32,3854.838571428572
2017-06-09,3491.27,3632.434285714286
2017-06-10,2570.82,3630.5428571428574
2017-06-11,3715.4700000000003,3785.3185714285714
2017-06-12,4539.29,3814.858571428572
2017-06-13,3737.9700000000003,3534.7714285714287
2017-06-14,4533.21,3691.4785714285713
2017-06-15,3549.56,3733.941428571429
2017-06-16,2993.84,3662.88
2017-06-17,2125.56,3599.2714285714283
2017-06-18,3734.36,3601.9700000000003
2017-06-19,5742.16,3773.808571428571
2017-06-20,2777.56,3636.6071428571427
2017-06-21,1045.69,3138.39
2017-06-22,3790.18,3172.7642857142855
2017-06-23,4045.19,3322.9571428571426
2017-06-24,2365.65,3357.2557142857145
2017-06-25,4403.67,3452.871428571428
2017-06-26,3219.9900000000002,3092.5614285714287
2017-06-27,5060.0,3418.6242857142856
2017-06-28,4404.62,3898.4714285714285
2017-06-29,5088.37,4083.9271428571424
2017-06-30,3435.56,3996.837142857143
2017-07-01,2581.77,4027.7114285714283
2017-07-02,3333.92,3874.8899999999994
2017-07-03,3558.07,3923.187142857143
2017-07-04,4027.69,3775.714285714286
2017-07-05,5393.05,3916.9185714285713
2017-07-06,6109.47,4062.79
2017-07-07,3394.18,4056.878571428572
2017-07-08,2590.2400000000002,4058.088571428572
2017-07-09,2914.43,3998.1614285714286
2017-07-10,4699.06,4161.16
2017-07-11,5963.09,4437.645714285714
2017-07-12,5036.42,4386.698571428571
2017-07-13,4509.32,4158.105714285714
2017-07-14,5859.79,4510.335714285714
2017-07-15,2922.75,4557.837142857143
2017-07-16,4875.16,4837.941428571429
2017-07-17,6729.54,5128.01
2017-07-18,5976.13,5129.872857142857
2017-07-19,5476.97,5192.808571428572
2017-07-20,4573.35,5201.955714285715
2017-07-21,4918.28,5067.454285714286
2017-07-22,3048.19,5085.374285714286
2017-07-23,4120.09,4977.507142857144
2017-07-24,7413.07,5075.154285714286
2017-07-25,5222.59,4967.505714285714
2017-07-26,4114.5,4772.867142857142
2017-07-27,3909.26,4677.9971428571425
2017-07-28,4385.4,4601.871428571429
2017-07-29,4397.83,4794.677142857143
2017-07-30,3628.15,4724.400000000001
2017-07-31,5118.91,4396.662857142857
2017-08-01,6400.2,4564.892857142857
2017-08-02,6257.05,4870.971428571429
2017-08-03,5920.05,5158.227142857142
2017-08-04,3559.18,5040.195714285714
2017-08-05,2327.97,4744.501428571429
2017-08-06,2491.39,4582.107142857142
2017-08-07,5694.12,4664.28
2017-08-08,4897.64,4449.628571428571
2017-08-09,4441.83,4190.311428571428
2017-08-10,5782.12,4170.607142857143
2017-08-11,4630.86,4323.704285714285
2017-08-12,2940.05,4411.144285714286
2017-08-13,2748.01,4447.8042857142855
2017-08-14,6465.6,4558.015714285714
2017-08-15,6340.88,4764.192857142857
2017-08-16,5752.37,4951.412857142857
2017-08-17,6099.07,4996.691428571428
2017-08-18,5907.69,5179.095714285714
2017-08-19,3176.5,5212.874285714285
2017-08-20,3392.92,5305.004285714286
2017-08-21,6438.16,5301.084285714285
2017-08-22,4003.67,4967.197142857142
2017-08-23,4590.02,4801.147142857143
2017-08-24,5364.07,4696.147142857143
2017-08-25,4533.9,4499.891428571428
2017-08-26,3914.15,4605.2699999999995
2017-08-27,2736.49,4511.494285714286
2017-08-28,5206.7300000000005,4335.575714285714
2017-08-29,4529.4400000000005,4410.685714285714
2017-08-30,4845.91,4447.2414285714285
2017-08-31,4731.0,4356.802857142857
2017-09-01,5267.42,4461.591428571429
2017-09-02,4142.21,4494.171428571429
2017-09-03,4073.96,4685.238571428571
2017-09-04,5612.06,4743.142857142857
2017-09-05,5410.9400000000005,4869.071428571428
2017-09-06,3858.4500000000003,4728.005714285714
2017-09-07,2521.15,4412.312857142858
2017-09-08,3303.86,4131.804285714286
2017-09-09,3438.62,4031.2914285714287
2017-09-10,4694.79,4119.981428571429
2017-09-11,5759.42,4141.032857142857
2017-09-12,6240.99,4259.611428571428
2017-09-13,6080.47,4577.042857142857
2017-09-14,5973.28,5070.204285714286
2017-09-15,4540.9,5246.924285714286
2017-09-16,3902.85,5313.242857142858
2017-09-17,3507.26,5143.595714285714
2017-09-18,6884.41,5304.308571428572
2017-09-19,5146.5,5147.952857142857
2017-09-20,6237.62,5170.402857142857
2017-09-21,4920.56,5020.014285714286
2017-09-22,5961.1900000000005,5222.912857142857
2017-09-23,2065.73,4960.467142857144
2017-09-24,4292.53,5072.648571428572
2017-09-25,4283.86,4701.141428571428
2017-09-26,7979.08,5105.795714285714
2017-09-27,4229.13,4818.868571428572
2017-09-28,4271.66,4726.168571428571
2017-09-29,3157.62,4325.658571428571
2017-09-30,3525.69,4534.2242857142855
2017-10-01,4197.33,4520.624285714285
2017-10-02,4426.27,4540.9685714285715
2017-10-03,6799.92,4372.517142857143
2017-10-04,4977.44,4479.418571428571
2017-10-05,5070.7300000000005,4593.571428571428
2017-10-06,3704.78,4671.737142857143
2017-10-07,3026.53,4600.428571428572
2017-10-08,3834.64,4548.615714285715
2017-10-09,4837.49,4607.361428571428
2017-10-10,5491.57,4420.454285714286
2017-10-11,5202.8,4452.648571428572
2017-10-12,4331.9800000000005,4347.112857142857
2017-10-13,2802.93,4218.277142857143
2017-10-14,3976.77,4354.0257142857145
2017-10-15,3394.2200000000003,4291.108571428572
2017-10-16,7442.64,4663.272857142858
2017-10-17,7100.71,4893.150000000001
2017-10-18,6354.79,5057.72
2017-10-19,5237.15,5187.03
2017-10-20,4089.11,5370.7699999999995
2017-10-21,4300.03,5416.95
2017-10-22,6913.86,5919.755714285714
2017-10-23,6223.7300000000005,5745.625714285715
2017-10-24,5723.61,5548.897142857143
2017-10-25,4184.4800000000005,5238.852857142857
2017-10-26,5321.650000000001,5250.924285714286
2017-10-27,4682.74,5335.728571428571
2017-10-28,2833.99,5126.294285714286
2017-10-29,4469.1900000000005,4777.055714285714
2017-10-30,5603.29,4688.421428571428
2017-10-31,3954.08,4435.631428571429
2017-11-01,3890.39,4393.618571428572
2017-11-02,5150.18,4369.122857142857
2017-11-03,5230.04,4447.308571428572
2017-11-04,3203.9500000000003,4500.160000000001
2017-11-05,4228.35,4465.754285714285
2017-11-06,6647.86,4614.978571428571
2017-11-07,4342.83,4670.5142857142855
2017-11-08,4669.68,4781.841428571429
2017-11-09,6132.71,4922.202857142857
2017-11-10,5922.1,5021.068571428571
2017-11-11,5968.2,5415.961428571428
2017-11-12,5907.74,5655.874285714286
2017-11-13,6496.52,5634.254285714285
2017-11-14,5366.1,5780.435714285713
2017-11-15,6561.7,6050.7242857142855
2017-11-16,8378.02,6371.482857142857
2017-11-17,6829.95,6501.175714285715
2017-11-18,4978.06,6359.727142857143
2017-11-19,5613.84,6317.7414285714285
2017-11-20,8427.04,6593.530000000001
2017-11-21,7272.94,6865.935714285714
2017-11-22,6648.26,6878.301428571429
2017-11-23,7830.71,6800.114285714286
2017-11-24,36411.94,11026.112857142858
2017-11-25,16263.36,12638.298571428571
2017-11-26,13824.62,13811.267142857145
2017-11-27,13888.79,14591.517142857143
2017-11-28,14043.43,15558.73
2017-11-29,8750.21,15859.00857142857
2017-11-30,10368.26,16221.515714285717
2017-12-01,10392.27,12504.42
2017-12-02,8666.18,11419.108571428571
2017-12-03,9774.08,10840.460000000001
2017-12-04,12330.73,10617.880000000001
2017-12-05,10274.42,10079.449999999999
2017-12-06,8550.91,10050.978571428572
2017-12-07,8758.24,9820.975714285714
2017-12-08,8453.62,9544.025714285714
2017-12-09,5442.45,9083.492857142857
2017-12-10,5777.24,8512.515714285715
2017-12-11,10413.07,8238.564285714285
2017-12-12,10350.6,8249.447142857143
2017-12-13,9958.6,8450.545714285714
2017-12-14,6158.12,8079.1
2017-12-15,6699.42,7828.5
2017-12-16,4458.67,7687.96
2017-12-17,5582.82,7660.185714285713
2017-12-18,7093.57,7185.971428571428
2017-12-19,6066.29,6573.927142857143
2017-12-20,5994.2,6007.584285714285
2017-12-21,5329.24,5889.172857142857
2017-12-22,3918.28,5491.867142857142
2017-12-23,4037.48,5431.697142857142
2017-12-24,2668.69,5015.392857142857
2017-12-25,3141.35,4450.79
2017-12-26,8706.02,4827.894285714286
2017-12-27,5978.45,4825.644285714286
2017-12-28,5533.57,4854.834285714286
2017-12-29,5719.12,5112.097142857143
2017-12-30,3748.11,5070.7585714285715
2017-12-31,2597.63,5060.607142857143
2018-01-01,2060.4300000000003,4906.1900000000005
2018-01-02,7651.32,4755.518571428572
2018-01-03,7860.16,5024.334285714285
2018-01-04,10628.87,5752.234285714286
2018-01-05,8255.55,6114.581428571429
2018-01-06,7813.78,6695.391428571428
2018-01-07,8658.1,7561.172857142857
2018-01-08,10571.55,8777.047142857144
2018-01-09,10336.35,9160.622857142856
2018-01-10,8874.24,9305.491428571428
2018-01-11,8365.19,8982.108571428571
2018-01-12,8055.0,8953.458571428571
2018-01-13,9353.7,9173.447142857143
2018-01-14,9064.07,9231.442857142856
2018-01-15,11300.94,9335.641428571429
2018-01-16,12817.84,9690.14
2018-01-17,8797.1,9679.119999999999
2018-01-18,9674.47,9866.16
2018-01-19,8448.64,9922.394285714285
2018-01-20,6877.0,9568.58
2018-01-21,7260.32,9310.901428571427
2018-01-22,12084.01,9422.768571428573
2018-01-23,9445.12,8940.951428571429
2018-01-24,8094.98,8840.64857142857
2018-01-25,7857.4800000000005,8581.07857142857
2018-01-26,8019.86,8519.824285714287
2018-01-27,6432.79,8456.365714285716
2018-01-28,6225.09,8308.475714285714
2018-01-29,9095.97,7881.612857142857
2018-01-30,8845.76,7795.99
2018-01-31,9769.8,8035.249999999999
2018-02-01,8597.65,8140.988571428571
2018-02-02,5997.56,7852.0885714285705
2018-02-03,5742.93,7753.5371428571425
2018-02-04,6995.96,7863.6614285714295
2018-02-05,9559.97,7929.947142857142
2018-02-06,11014.11,8239.711428571429
2018-02-07,7690.32,7942.642857142857
2018-02-08,8670.79,7953.091428571429
2018-02-09,7846.11,8217.17
2018-02-10,5641.79,8202.721428571429
2018-02-11,5336.33,7965.631428571428
2018-02-12,9106.59,7900.862857142857
2018-02-13,10439.13,7818.722857142857
2018-02-14,10463.73,8214.924285714285
2018-02-15,9031.12,8266.4
2018-02-16,6446.1,8066.398571428572
2018-02-17,6315.57,8162.652857142857
2018-02-18,6652.7300000000005,8350.710000000001
2018-02-19,8656.91,8286.47
2018-02-20,8603.1,8024.18
2018-02-21,7927.97,7661.928571428572
2018-02-22,9224.31,7689.527142857143
2018-02-23,8479.41,7980.0
2018-02-24,5501.99,7863.774285714286
2018-02-25,7215.62,7944.187142857142
2018-02-26,9498.12,8064.360000000001
2018-02-27,11360.91,8458.332857142857
2018-02-28,8802.7,8583.294285714286
2018-03-01,8783.91,8520.380000000001
2018-03-02,10071.96,8747.887142857142
2018-03-03,6074.11,8829.618571428571
2018-03-04,8550.29,9020.285714285714
2018-03-05,9663.960000000001,9043.977142857144
2018-03-06,8591.24,8648.31
2018-03-07,8932.12,8666.798571428571
2018-03-08,8687.89,8653.081428571428
2018-03-09,5725.95,8032.222857142858
2018-03-10,6520.7300000000005,8096.0257142857145
2018-03-11,6131.9,7750.541428571429
2018-03-12,7260.37,7407.171428571429
2018-03-13,9176.67,7490.804285714286
2018-03-14,7808.7,7330.315714285714
2018-03-15,10064.39,7526.958571428572
2018-03-16,9398.26,8051.574285714285
2018-03-17,7116.55,8136.691428571429
2018-03-18,9268.73,8584.81
2018-03-19,11904.8,9248.3
2018-03-20,11332.31,9556.248571428572
2018-03-21,9079.1,9737.734285714285
2018-03-22,9902.64,9714.627142857144
2018-03-23,9269.75,9696.268571428573
2018-03-24,7000.59,9679.702857142856
2018-03-25,6643.74,9304.704285714286
2018-03-26,9892.1,9017.175714285713
2018-03-27,8897.78,8669.385714285714
2018-03-28,8040.29,8520.984285714287
2018-03-29,8046.73,8255.854285714286
2018-03-30,4614.56,7590.827142857142
2018-03-31,6543.22,7525.488571428571
2018-04-01,7249.77,7612.064285714287
2018-04-02,10787.55,7739.985714285715
2018-04-03,9420.85,7814.71
2018-04-04,9908.65,8081.618571428572
2018-04-05,11671.79,8599.484285714285
2018-04-06,6754.14,8905.138571428573
2018-04-07,6836.31,8947.008571428572
2018-04-08,5910.36,8755.664285714285
2018-04-09,10270.19,8681.755714285715
2018-04-10,8321.26,8524.671428571428
2018-04-11,9671.94,8490.855714285715
2018-04-12,9261.14,8146.477142857142
2018-04-13,8010.88,8326.011428571428
2018-04-14,5852.96,8185.532857142856
2018-04-15,9954.77,8763.305714285714
2018-04-16,12235.91,9044.122857142856
2018-04-17,9838.27,9260.838571428572
2018-04-18,8540.46,9099.198571428571
2018-04-19,8901.63,9047.84
2018-04-20,6761.27,8869.324285714287
2018-04-21,5927.66,8879.995714285713
2018-04-22,6335.12,8362.902857142857
2018-04-23,10229.35,8076.251428571429
2018-04-24,9575.09,8038.654285714286
2018-04-25,10507.52,8319.662857142857
2018-04-26,10026.27,8480.325714285715
2018-04-27,8263.57,8694.94
2018-04-28,7527.77,8923.527142857143
2018-04-29,6020.06,8878.51857142857
2018-04-30,9252.59,8738.98142857143
2018-05-01,8163.37,8537.307142857144
2018-05-02,12388.19,8805.974285714286
2018-05-03,9006.92,8660.352857142858
2018-05-04,8445.42,8686.33142857143
2018-05-05,7044.62,8617.310000000001
2018-05-06,6996.57,8756.81142857143
2018-05-07,11549.539999999999,9084.947142857143
2018-05-08,13313.16,9820.631428571429
2018-05-09,11467.68,9689.130000000001
2018-05-10,9356.880000000001,9739.124285714284
2018-05-11,8815.0,9791.921428571428
2018-05-12,6837.25,9762.297142857144
2018-05-13,7060.95,9771.494285714285
2018-05-14,13623.55,10067.781428571428
2018-05-15,14864.960000000001,10289.467142857144
2018-05-16,15014.3,10796.127142857144
2018-05-17,9281.61,10785.374285714284
2018-05-18,11913.02,11227.948571428571
2018-05-19,6644.99,11200.482857142857
2018-05-20,6930.9400000000005,11181.91
2018-05-21,9392.82,10577.52
2018-05-22,11179.93,10051.087142857143
2018-05-23,5471.54,8687.835714285715
2018-05-24,6064.39,8228.232857142857
2018-05-25,4044.54,7104.164285714286
2018-05-26,5152.43,6890.941428571429
2018-05-27,3309.69,6373.62
2018-05-28,6069.36,5898.839999999999
2018-05-29,4822.75,4990.671428571428
2018-05-30,4512.38,4853.648571428572
2018-05-31,4749.69,4665.834285714286
2018-06-01,7289.37,5129.381428571428
2018-06-02,6410.25,5309.07
2018-06-03,8595.53,6064.1900000000005
2018-06-04,8277.44,6379.629999999999
2018-06-05,8184.07,6859.818571428571
2018-06-06,7853.5,7337.121428571429
2018-06-07,8493.17,7871.904285714286
2018-06-08,7992.4,7972.337142857143
2018-06-09,6549.51,7992.231428571429
2018-06-10,7860.62,7887.244285714286
2018-06-11,10435.69,8195.565714285714
2018-06-12,9554.06,8391.278571428573
2018-06-13,9600.98,8640.918571428572
2018-06-14,8590.63,8654.841428571428
2018-06-15,6220.2300000000005,8401.674285714285
2018-06-16,4232.27,8070.64
2018-06-17,7521.52,8022.197142857142
2018-06-18,8925.14,7806.404285714286
2018-06-19,9784.19,7839.28
2018-06-20,8455.89,7675.6957142857145
2018-06-21,8392.32,7647.365714285715
2018-06-22,7387.99,7814.188571428572
2018-06-23,4110.71,7796.822857142856
2018-06-24,8385.33,7920.2242857142855
2018-06-25,9820.67,8048.157142857142
2018-06-26,9565.3,8016.887142857143
2018-06-27,7054.67,7816.712857142857
2018-06-28,9537.06,7980.2471428571425
2018-06-29,4643.72,7588.208571428571
2018-06-30,5396.400000000001,7771.878571428571
2018-07-01,6466.7300000000005,7497.792857142857
2018-07-02,7817.45,7211.618571428572
2018-07-03,7923.83,6977.122857142857
2018-07-04,11128.09,7559.04
2018-07-05,8762.33,7448.364285714286
2018-07-06,5229.28,7532.015714285714
2018-07-07,3619.49,7278.171428571428
2018-07-08,3696.33,6882.4
2018-07-09,6917.48,6753.832857142857
2018-07-10,6079.37,6490.3385714285705
2018-07-11,3870.01,5453.47
2018-07-12,3256.06,4666.86
2018-07-13,3853.83,4470.367142857142
2018-07-14,3568.36,4463.062857142857
2018-07-15,4436.83,4568.848571428572
2018-07-16,7221.13,4612.227142857143
2018-07-17,7024.55,4747.2528571428575
2018-07-18,9448.16,5544.131428571428
2018-07-19,9511.13,6437.7128571428575
2018-07-20,8695.38,7129.362857142857
2018-07-21,7525.91,7694.727142857142
2018-07-22,8031.18,8208.205714285714
2018-07-23,11288.94,8789.32142857143
2018-07-24,10675.11,9310.83
2018-07-25,10858.63,9512.325714285715
2018-07-26,9486.37,9508.78857142857
2018-07-27,6274.42,9162.937142857143
2018-07-28,5839.69,8922.048571428571
2018-07-29,8523.91,8992.438571428573
2018-07-30,13017.65,9239.397142857142
2018-07-31,13514.79,9645.065714285714
2018-08-01,10289.92,9563.82142857143
2018-08-02,12356.06,9973.777142857143
2018-08-03,12944.04,10926.58
2018-08-04,9495.3,11448.81
2018-08-05,10467.04,11726.4
2018-08-06,15969.64,12148.112857142858
2018-08-07,13493.23,12145.032857142856
2018-08-08,11327.61,12293.274285714286
2018-08-09,11236.4,12133.322857142857
2018-08-10,7446.32,11347.934285714287
2018-08-11,6919.57,10979.972857142857
2018-08-12,7370.48,10537.607142857143
2018-08-13,12420.02,10030.518571428573
2018-08-14,13424.92,10020.759999999998
2018-08-15,10909.91,9961.08857142857
2018-08-16,13956.36,10349.654285714287
2018-08-17,9060.06,10580.18857142857
2018-08-18,8181.1,10760.407142857144
2018-08-19,7704.72,10808.155714285715
2018-08-20,9938.15,10453.602857142858
2018-08-21,10367.73,10016.861428571428
2018-08-22,7982.18,9598.614285714286
2018-08-23,7857.6,8727.362857142858
2018-08-24,5813.92,8263.628571428571
2018-08-25,3096.7400000000002,7537.291428571429
2018-08-26,4210.17,7038.07
2018-08-27,3824.29,6164.661428571429
2018-08-28,2396.75,5025.95
2018-08-29,792.65,3998.8742857142856
2018-08-30,,3779.1274285714285
2018-08-31,,3559.3805714285713
2018-09-01,,3339.633714285714
2018-09-02,,3119.886857142857
2018-09-03,166.46,2900.14
